query_name,phase_reached,meta_is_incremental,actual_is_incremental,is_correct,time_select_ms,time_mv_ms,time_refresh_ms,time_verify_ms,error
query_0412,6,1,1,1,0.70563,171.6,121.51,52.966,""
query_0413,6,1,1,1,0.30849,132.56,40.656,2.117,""
query_0414,6,1,1,1,0.32641,126.99,1.4316,4.091,""
query_0415,4,1,1,0,0.34426,126.34,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0416,4,1,1,0,0.30588,127.14,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0417,4,1,1,0,0.29162,124.94,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0418,4,1,1,0,0.29051,122.67,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0419,4,1,1,0,0.27775,118.72,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0420,6,1,1,1,0.26934,124.1,1.2624,2.3602,""
query_0421,6,1,1,1,0.2887,122.94,1.3384,2.5509,""
query_0422,6,1,1,1,0.29983,128.45,1.8288,2.2713,""
query_0423,4,1,1,0,0.27108,121.23,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0424,4,1,1,0,0.28288,138.42,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0425,6,1,1,1,0.33843,157.54,1.559,3.1539,""
query_0426,6,1,1,1,0.3608,141.56,1.5696,2.8445,""
query_0427,6,1,1,1,0.33115,135.51,1.519,2.8009,""
query_0428,4,1,1,0,0.37067,136.91,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0429,4,1,1,0,0.32071,131.56,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0430,6,1,1,1,0.33827,125.5,1.3925,2.0103,""
query_0431,6,1,1,1,0.31784,125.48,1.2569,1.792,""
query_0432,6,1,1,1,0.30093,123.98,1.421,1.7838,""
query_0433,6,1,1,1,0.28022,122.78,1.3461,1.7943,""
query_0434,4,1,1,0,0.30304,120.69,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0435,4,1,1,0,0.29298,122.44,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0436,4,1,1,0,0.3339,118.89,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0437,4,1,1,0,0.28878,121.78,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0438,6,1,1,1,0.29112,123.05,1.3346,1.7297,""
query_0439,6,1,1,1,0.29335,120.85,1.433,1.741,""
query_0440,4,1,1,0,0.36611,122.62,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0441,4,1,1,0,0.32054,125.86,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0442,6,1,1,1,0.33598,126.21,1.33,1.8874,""
query_0443,6,1,1,1,0.29667,127.47,1.3745,1.9398,""
query_0444,6,1,1,1,0.33792,126.99,1.2931,1.9147,""
query_0445,6,1,1,1,0.29172,127.07,1.3241,1.8938,""
query_0446,6,1,1,1,0.47091,137.8,1.4595,2.0683,""
query_0447,6,1,1,1,0.34354,133.62,1.4685,2.2382,""
query_0448,4,1,1,0,0.35824,142.64,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0449,4,1,1,0,0.37,135.76,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0450,6,1,1,1,0.32114,130.14,1.4486,2.2574,""
query_0451,6,1,1,1,0.32378,128.41,1.3881,2.1155,""
query_0452,6,1,1,1,0.35069,128.28,1.3883,1.8892,""
query_0453,4,1,1,0,0.33415,124.76,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0454,6,1,1,1,0.40738,125.38,1.4643,1.7289,""
query_0455,6,1,1,1,0.30093,131.07,1.3432,1.6566,""
query_0456,6,1,1,1,0.30181,123.83,1.3091,1.7837,""
query_0457,6,1,1,1,0.31641,129.7,1.3622,1.8042,""
query_0458,6,1,1,1,0.30062,121.7,1.325,1.907,""
query_0459,4,1,1,0,0.33098,121.74,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0460,6,1,1,1,0.31465,121.98,1.3469,1.8802,""
query_0461,4,1,1,0,0.30153,121.04,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0462,6,1,1,1,0.32472,128.76,1.9049,1.7318,""
query_0463,4,1,1,0,0.42347,136.33,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0464,4,1,1,0,0.31817,138.25,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0465,4,1,1,0,0.36562,138.68,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0466,4,1,1,0,0.33937,129.47,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0467,4,1,1,0,0.30461,123.22,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0468,4,1,1,0,0.29201,122.1,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0469,4,1,1,0,0.28757,124.58,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0470,6,1,1,1,0.30121,121.6,1.3695,1.7829,""
query_0471,6,1,1,1,0.2974,121.94,1.3096,1.874,""
query_0472,6,1,1,1,0.28819,122.59,1.3732,1.8826,""
query_0473,4,1,1,0,0.30402,120.87,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0474,4,1,1,0,0.35004,123.59,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0475,6,1,1,1,0.31046,128.74,1.4238,1.9017,""
query_0476,6,1,1,1,0.31771,126.35,1.3151,2.6794,""
query_0477,6,1,1,1,0.31156,124.63,1.4543,2.0491,""
query_0478,4,1,1,0,0.30864,128.97,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0479,4,1,1,0,0.30992,132.69,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0480,6,1,1,1,0.37329,126.42,1.369,1.8101,""
query_0481,6,1,1,1,0.30515,124.56,1.4154,1.7311,""
query_0482,6,1,1,1,0.31428,124.87,1.2837,2.3681,""
query_0483,6,1,1,1,0.34936,127.21,1.3281,2.5658,""
query_0484,4,1,1,0,0.21009,121.57,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0485,6,1,1,1,0.22377,120.43,36.099,4.2519,""
query_0486,6,1,1,1,0.22555,119.09,36.566,5.7561,""
query_0487,6,1,1,1,0.21097,118.32,1.2939,3.9518,""
query_0488,4,1,1,0,0.19892,118.43,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0489,6,1,1,1,0.37278,117.45,42.358,6.6942,""
query_0490,6,1,1,1,0.34029,116.58,38.858,5.9736,""
query_0491,6,1,1,1,0.25391,111.89,1.1652,4.7917,""
query_0492,6,1,1,1,0.22776,115.2,1.685,2.4787,""
query_0493,6,1,1,1,0.23697,113.63,41.554,2.1921,""
query_0494,6,1,1,1,0.24433,119.49,42.909,2.5637,""
query_0495,4,1,1,0,0.2651,122.9,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0496,4,1,1,0,0.24829,116.33,0,0,"Not implemented Error: Operator type LIMIT not supported"
query_0497,6,1,1,1,0.19945,119.43,1.8082,2.025,""
query_0498,6,1,1,1,0.21937,121.5,42.565,2.4029,""
query_0499,6,1,1,1,0.2187,123.4,39.967,2.4055,""
query_0500,6,1,1,1,0.21354,117.76,37.522,2.1547,""
query_0501,6,1,1,1,0.23489,109.49,32.542,4.5836,""
query_0502,6,1,1,1,0.24133,110.23,32.426,5.3593,""
query_0503,6,1,1,1,0.23089,117.49,34.403,5.1691,""
query_0504,6,1,1,1,0.25195,120.09,33.772,4.9518,""
query_0505,6,1,1,1,0.25968,114.44,1.4323,5.9141,""
query_0506,6,1,1,1,0.26821,109.54,1.1766,2.325,""
query_0507,6,1,1,1,0.23847,110.32,35.347,4.8957,""
query_0508,6,1,1,1,0.24895,115.38,34.146,5.1696,""
query_0509,6,1,1,1,0.25597,115.68,33.302,4.926,""
query_0510,6,1,1,1,0.23405,112.39,1.1593,4.805,""
query_0511,6,1,1,1,0.23873,111.11,34.49,5.8231,""
query_0512,6,1,1,1,0.24452,114.3,33.602,4.9395,""
query_0513,6,1,1,1,0.26325,112.37,1.1473,6.274,""
query_0514,6,1,1,1,0.28828,109.51,32.393,5.5815,""
query_0515,6,1,1,1,0.22467,112.78,33.074,3.7285,""
query_0516,6,1,1,1,0.2504,114.97,34.409,6.6118,""
query_0517,5,1,1,0,0.26691,116.84,36.533,11.916,""
query_0518,6,1,1,1,0.27896,115.55,1.1669,4.5627,""
query_0519,6,1,1,1,0.25541,113.99,1.7815,4.6244,""
query_0520,6,1,1,1,0.25513,114.65,34.92,5.9868,""
query_0521,6,1,1,1,0.42655,120.81,33.438,5.2973,""
query_0522,6,1,1,1,0.28964,114.38,1.2834,2.8527,""
query_0523,6,1,1,1,0.28273,114.77,1.2734,6.2446,""
query_0524,6,1,1,1,0.2798,117,34.818,5.5984,""
query_0525,6,1,1,1,0.28561,110.86,33.066,3.5407,""
query_0526,5,1,1,0,0.33061,113.41,43.882,5.204,""
query_0527,6,1,1,1,0.2929,116.45,42.168,2.0055,""
query_0528,6,1,1,1,0.35377,114.37,43.686,4.4246,""
query_0529,6,0,0,1,0.51029,115.16,7.6896,4.7727,""
query_0530,6,1,1,1,0.39386,116.79,44.468,4.8213,""
query_0531,6,1,1,1,0.36241,116.65,48.366,2.5812,""
query_0532,6,1,1,1,0.59215,125.2,1.7713,3.2064,""
query_0533,6,1,1,1,0.39484,120.86,50.477,5.2031,""
query_0534,6,1,1,1,0.39115,123.99,49.188,4.8051,""
query_0535,6,1,1,1,0.43834,124.76,42.058,3.6977,""
query_0536,6,1,1,1,0.38529,122.5,46.966,5.9049,""
query_0537,6,1,1,1,0.42052,116.59,43.798,2.9146,""
query_0538,6,1,1,1,0.37668,118.64,44.02,2.7917,""
query_0539,6,1,1,1,0.35827,114.97,45.861,4.7747,""
query_0540,6,1,1,1,0.42351,112.41,38.822,2.8218,""
query_0541,6,1,1,1,0.42535,110.01,35.848,2.6547,""
query_0542,6,1,1,1,0.36842,116.19,58.109,3.0766,""
query_0543,6,1,1,1,0.35304,116.07,43.436,4.84,""
query_0544,6,1,1,1,0.26803,113.37,1.5726,2.5278,""
query_0545,6,1,1,1,0.25221,111.56,45.005,4.6893,""
query_0546,6,1,1,1,0.3122,111.72,45.277,4.1207,""
query_0547,6,1,1,1,0.29108,133.91,62.408,13.386,""
query_0548,6,1,1,1,0.28974,120.54,1.7153,4.4706,""
query_0549,6,1,1,1,0.3553,120.87,46.914,6.8801,""
query_0550,6,1,1,1,0.33116,120.87,47.648,4.8788,""
query_0551,6,1,1,1,0.29851,116.95,46.313,3.0228,""
query_0552,6,1,1,1,0.24353,116.17,1.6349,4.1398,""
query_0553,6,1,1,1,0.25164,113.77,1.7803,4.3685,""
query_0554,6,1,1,1,0.25635,111.48,42.54,3.6245,""
query_0555,6,1,1,1,0.23509,118.99,1.6323,22.157,""
query_0556,6,1,1,1,0.24192,117.09,44.995,3.4329,""
query_0557,6,1,1,1,0.25982,117.37,44.619,4.7848,""
query_0558,6,1,1,1,0.2383,113.91,43.576,5.7023,""
query_0559,6,1,1,1,0.24755,113.34,43.611,5.0818,""
query_0560,6,1,1,1,0.22024,115.97,1.7287,3.3985,""
query_0561,6,1,1,1,0.21874,107.22,36.511,3.7946,""
query_0562,6,0,0,1,0.27476,113.21,6.3914,2.5377,""
query_0563,6,1,1,1,0.26145,110.31,35.797,2.3329,""
query_0564,6,1,1,1,0.26256,108.64,1.3182,4.0754,""
query_0565,6,0,0,1,0.40054,113.2,7.5511,5.1865,""
query_0566,6,0,0,1,0.36616,112.63,7.2461,3.2047,""
query_0567,6,0,0,1,0.51248,113.99,7.5532,4.5395,""
query_0568,6,0,0,1,0.59289,113.34,7.428,4.6665,""
query_0569,6,0,0,1,0.41533,111,7.6944,3.0081,""
query_0570,6,0,0,1,0.39028,109.94,7.2312,5.2404,""
query_0571,6,0,0,1,0.40212,110.96,7.4547,4.6974,""
query_0572,6,0,0,1,0.36515,119.43,6.838,3.5342,""
query_0573,6,0,0,1,0.22749,106.09,6.3641,2.0106,""
query_0574,6,1,1,1,0.24991,108.49,31.309,3.0989,""
query_0575,6,0,0,1,0.18608,103.32,4.012,1.416,""
query_0576,6,1,1,1,0.29101,105.47,31.771,4.3625,""
query_0577,6,1,1,1,0.27783,108.64,1.1746,3.5489,""
query_0578,6,1,1,1,0.25054,108.32,34.924,2.6849,""
query_0579,6,0,0,1,0.33624,108.37,6.2158,4.6924,""
query_0580,6,0,0,1,0.31727,111.55,6.4156,2.2764,""
query_0581,6,0,0,1,0.34642,107.86,6.0834,4.0734,""
query_0582,6,0,0,1,0.31617,111.72,7.2793,4.5073,""
query_0583,6,0,0,1,0.37614,112.81,7.0601,3.8725,""
query_0584,6,0,0,1,0.33406,109.79,6.4311,2.0824,""
query_0585,6,0,0,1,0.33114,109.56,6.83,2.353,""
query_0586,6,0,0,1,0.3541,106.44,5.3882,2.1459,""
query_0587,6,0,0,1,0.37463,111.2,6.5927,4.1609,""
query_0588,6,0,0,1,0.33909,111.02,7.0738,4.3901,""
query_0589,6,0,0,1,0.38949,116.23,7.8367,3.2901,""
query_0590,6,0,0,1,0.28072,113.17,6.7938,1.8572,""
query_0591,6,0,0,1,0.30285,106.95,6.1673,3.9702,""
query_0592,6,0,0,1,0.27531,108.52,6.1545,3.9889,""
query_0593,6,0,0,1,0.26043,111.47,6.9592,1.8206,""
query_0594,6,0,0,1,0.30002,111.02,6.8648,4.8072,""
query_0595,6,0,0,1,0.2524,117.66,7.5882,4.4779,""
query_0596,6,0,0,1,0.28185,121,7.5242,2.5662,""
query_0597,6,0,0,1,0.2956,123.14,7.1412,1.9408,""
query_0598,6,1,1,1,0.36327,122.51,51.898,5.4449,""
query_0599,6,0,0,1,0.34406,118.8,5.8294,2.013,""
query_0600,6,0,0,1,0.26186,119.44,7.3852,4.368,""
query_0601,6,0,0,1,0.40407,121.14,7.6198,4.6326,""
query_0602,6,0,0,1,0.28425,114.62,6.8497,1.7294,""
query_0603,6,1,1,1,0.38698,131.83,55.524,5.3206,""
query_0604,6,1,1,1,0.35826,119.49,53.831,4.7566,""
query_0605,6,1,1,1,0.34204,118.59,53.937,6.5292,""
query_0606,6,1,1,1,0.33162,122.67,2.641,6.8116,""
query_0607,6,1,1,1,0.33539,127.74,57.295,4.852,""
query_0608,6,1,1,1,0.35793,131.61,64.279,6.023,""
query_0609,6,1,1,1,0.35625,126.25,57.75,7.1387,""
query_0610,6,1,1,1,0.33367,126.36,45.042,9.4572,""
query_0611,6,1,1,1,0.39495,119.08,39.141,5.0225,""
query_0612,6,1,1,1,0.36235,114.52,43.759,3.1663,""
query_0613,6,1,1,1,0.37837,120.29,48.412,6.2985,""
query_0614,6,1,1,1,0.35487,117.89,45.165,3.7926,""
query_0615,6,1,1,1,0.32648,132.86,75,10.326,""
query_0616,6,1,1,1,0.38181,123.6,44.893,3.6425,""
query_0617,6,1,1,1,0.45629,125.55,51.465,3.3904,""
query_0618,6,1,1,1,0.3546,113.13,45.06,5.5409,""
query_0619,6,1,1,1,0.37978,127.15,50.312,7.3223,""
query_0620,6,1,1,1,0.33848,113.88,38.774,2.9284,""
query_0621,6,1,1,1,0.3641,120.74,46.228,6.1449,""
query_0622,6,1,1,1,0.37661,124.25,59.55,4.2658,""
query_0623,6,1,1,1,0.35689,117.29,1.3134,3.2642,""
query_0624,6,1,1,1,0.37203,118.36,1.969,5.2526,""
query_0625,6,1,1,1,0.46364,113.55,36.511,2.931,""
query_0626,6,1,1,1,0.34572,114.03,39.546,3.4569,""
query_0627,6,1,1,1,0.42378,114.31,50.808,4.7668,""
query_0628,6,1,1,1,0.28648,113.88,42.884,5.3494,""
query_0629,6,1,1,1,0.34434,117.67,54.693,3.2932,""
query_0630,6,1,1,1,0.37551,119.49,52.06,10.55,""
query_0631,6,1,1,1,0.34817,111.8,43.516,3.4321,""
query_0632,6,1,1,1,0.34949,109.75,36.608,5.0183,""
query_0633,6,1,1,1,0.28796,107.18,1.2359,4.3249,""
query_0634,6,1,1,1,0.31547,106.95,1.2067,5.0952,""
query_0635,6,1,1,1,0.3235,106.96,1.3467,4.5264,""
query_0636,6,1,1,1,0.27632,111.15,33.384,6.6999,""
query_0637,6,1,1,1,0.27031,108.03,34.89,3.5896,""
query_0638,6,1,1,1,0.32751,114.21,35.274,4.5794,""
query_0639,6,1,1,1,0.3439,111.67,1.1802,3.0466,""
query_0640,6,1,1,1,0.28552,107.62,1.1607,5.1563,""
query_0641,6,1,1,1,0.24615,109.44,36.221,2.4117,""
query_0642,6,1,1,1,0.27317,112.67,1.198,3.5751,""
query_0643,6,1,1,1,0.30668,113.34,34.529,2.4529,""
query_0644,6,1,1,1,0.26219,111.35,35.909,2.6433,""
query_0645,6,1,1,1,0.30967,113.39,37.43,2.3897,""
query_0646,6,1,1,1,0.20511,110.5,33.561,2.5381,""
query_0647,6,1,1,1,0.20007,110.35,33.341,2.1925,""
query_0648,6,1,1,1,0.20939,108.93,33.526,1.4254,""
query_0649,6,1,1,1,0.17856,110.84,33.766,1.5552,""
query_0650,6,1,1,1,0.18513,109.59,1.2212,1.2717,""
query_0651,6,1,1,1,0.26477,111.15,39.135,2.4725,""
query_0652,6,1,1,1,0.2951,114.43,1.6378,3.7179,""
query_0653,6,1,1,1,0.34015,112.07,37.704,4.0674,""
query_0654,6,1,1,1,0.2618,115.28,38.904,2.6639,""
query_0655,6,1,1,1,0.25867,109.44,35.655,1.5351,""
query_0656,6,1,1,1,0.28072,113.2,35.727,2.3087,""
query_0657,6,1,1,1,0.26354,112.78,1.1624,2.7601,""
query_0658,6,0,0,1,0.23905,106.47,5.1267,1.9963,""
query_0659,6,1,1,1,0.24306,111.09,36.163,2.9406,""
query_0660,6,1,1,1,0.27843,115.29,1.2671,3.2222,""
query_0661,6,0,0,1,0.24373,113.73,7.051,2.8394,""
query_0662,6,0,0,1,0.27471,116.49,7.394,3.384,""
query_0663,6,1,1,1,0.25806,111.04,38.207,3.857,""
query_0664,6,1,1,1,0.22389,113.59,36.411,4.5856,""
query_0665,6,1,1,1,0.26703,113.87,1.2055,4.5831,""
query_0666,6,1,1,1,0.28475,115,37.172,5.2281,""
query_0667,6,1,1,1,0.25586,115.91,39.426,5.8516,""
query_0668,6,1,1,1,0.25757,120.53,1.7144,5.8043,""
query_0669,6,1,1,1,0.40495,122.91,36.642,10.555,""
query_0670,6,1,1,1,0.27231,114.53,36.638,2.2046,""
query_0671,6,1,1,1,0.27512,113.12,1.2147,2.4876,""
query_0672,6,1,1,1,0.27289,112.76,34.265,2.2769,""
query_0673,6,1,1,1,0.21205,109,36.037,2.2355,""
query_0674,6,1,1,1,0.23262,122.27,37.852,2.2951,""
query_0675,6,1,1,1,0.25371,120.05,39.53,2.4315,""
query_0676,6,1,1,1,0.24024,117.19,38.019,2.1737,""
query_0677,6,1,1,1,0.24576,119.94,37.411,2.3295,""
query_0678,6,1,1,1,0.23033,116.96,37.599,2.2428,""
query_0679,6,1,1,1,0.21518,116.35,38.602,2.3495,""
query_0680,6,1,1,1,0.26651,114.59,37.937,2.4755,""
query_0681,6,1,1,1,0.22469,113.5,37.119,2.1446,""
query_0682,6,1,1,1,0.22485,113.35,35.474,2.505,""
query_0683,6,1,1,1,0.33387,114.66,37.716,3.2567,""
query_0684,6,1,1,1,0.27299,119.95,36.71,2.564,""
query_0685,6,1,1,1,0.30678,119.15,37.683,2.395,""
query_0686,6,1,1,1,0.22535,114.73,34.554,2.855,""
query_0687,6,1,1,1,0.25484,116.91,42.705,3.916,""
query_0688,6,1,1,1,0.25578,123.68,38.582,2.8371,""
query_0689,6,1,1,1,0.24048,116.54,36.959,2.7757,""
query_0690,6,1,1,1,0.23532,116.76,36.33,2.7443,""
query_0691,6,1,1,1,0.22947,117.67,37.723,2.9133,""
query_0692,6,1,1,1,0.23137,114.9,35.998,2.608,""
query_0693,6,1,1,1,0.21911,111.13,36.624,3.3545,""
query_0694,6,1,1,1,0.21782,107.19,36.653,2.9813,""
query_0695,6,1,1,1,0.21324,112.98,36.882,2.9977,""
query_0696,6,1,1,1,0.29363,112.84,36.067,3.8276,""
query_0697,6,1,1,1,0.25513,109.92,34.239,3.1247,""
query_0698,6,1,1,1,0.28597,111.82,36.386,3.8616,""
query_0699,6,1,1,1,0.21044,110.62,33.958,1.9998,""
query_0700,6,1,1,1,0.23659,111.47,34.371,1.9235,""
query_0701,6,1,1,1,0.21986,110.84,36.002,2.0974,""
query_0702,6,1,1,1,0.24545,111.05,34.699,1.9123,""
query_0703,6,1,1,1,0.21754,108.31,36.976,2.298,""
query_0704,6,1,1,1,0.34468,134.54,42.918,2.4126,""
query_0705,6,1,1,1,0.26073,126.44,45.921,2.6277,""
query_0706,6,1,1,1,0.27915,132.49,44.138,2.539,""
query_0707,6,1,1,1,0.27449,129.38,43.382,2.4535,""
query_0708,6,1,1,1,0.26207,126.54,40.259,2.4615,""
query_0709,6,1,1,1,0.36838,124.88,41.414,3.0412,""
query_0710,6,1,1,1,0.3022,124.55,38.939,3.0405,""
query_0711,6,1,1,1,0.38029,124.24,40.029,2.8532,""
query_0712,6,1,1,1,0.24653,123.66,37.173,2.1636,""
query_0713,6,1,1,1,0.2405,122.75,37.943,2.2151,""
query_0714,6,1,1,1,0.24321,120.34,38.371,2.0604,""
query_0715,6,1,1,1,0.25047,124.19,38.287,2.1412,""
query_0716,6,1,1,1,0.25492,125.77,40.883,2.3329,""
query_0717,6,1,1,1,0.25766,131.51,43.32,2.611,""
query_0718,6,1,1,1,0.27666,137.62,44.22,2.7232,""
query_0719,6,1,1,1,0.25142,136.74,43.779,2.5337,""
query_0720,6,1,1,1,0.25567,131,41.951,2.4693,""
query_0721,6,1,1,1,0.25346,126.31,42.409,2.5239,""
query_0722,6,1,1,1,0.35759,129.05,43.091,3.7516,""
query_0723,6,1,1,1,0.32325,129.93,39.565,2.66,""
query_0724,6,1,1,1,0.33237,125.83,39.96,2.6475,""
query_0725,6,1,1,1,0.22844,125.59,37.724,1.7757,""
query_0726,6,1,1,1,0.28988,125.93,40.191,2.3551,""
query_0727,6,1,1,1,0.25338,123.44,38.288,2.1852,""
query_0728,6,1,1,1,0.29525,128.37,46.683,2.5471,""
query_0729,6,1,1,1,0.29579,137.27,44.036,6.5399,""
query_0730,6,1,1,1,0.3627,136.97,43.931,6.1978,""
query_0731,6,1,1,1,0.26236,127.13,48.24,2.4707,""
query_0732,6,1,1,1,0.246,124.53,39.422,2.5104,""
query_0733,6,1,1,1,0.24137,122.08,39.664,2.4053,""
query_0734,6,1,1,1,0.27905,133.68,44.04,2.6252,""
query_0735,6,1,1,1,0.38608,133.4,1.9316,2.7511,""
query_0736,6,1,1,1,0.37144,138.63,1.6076,3.3489,""
query_0737,6,1,1,1,0.41205,139.76,1.6655,3.0485,""
query_0738,6,1,1,1,0.29626,147.47,51.91,3.3154,""
query_0739,6,1,1,1,0.33715,151.84,51.929,3.5306,""
query_0740,6,1,1,1,0.32713,163.78,67.91,4.4574,""
query_0741,6,1,1,1,0.47925,165.57,54.82,4.6055,""
query_0742,6,1,1,1,0.41933,171.97,48.564,3.4076,""
query_0743,6,1,1,1,0.40427,166.9,60.745,4.1418,""
query_0744,6,1,1,1,0.32899,172.79,49.596,2.0735,""
query_0745,6,1,1,1,0.34767,153.77,50.422,3.1142,""
query_0746,6,1,1,1,0.34911,149.26,47.393,3.0038,""
query_0747,6,1,1,1,0.35434,149.35,50.752,2.5498,""
query_0748,6,1,1,1,0.28994,146.11,45.269,2.9954,""
query_0749,6,1,1,1,0.32624,154.32,50.803,3.3404,""
query_0750,6,1,1,1,0.34078,175.32,62.534,4.4965,""
query_0751,6,1,1,1,0.67711,223.05,58.906,3.7186,""
query_0752,6,1,1,1,0.54698,162.42,47.331,2.9573,""
query_0753,6,1,1,1,0.39946,140.41,45.096,2.9376,""
query_0754,6,1,1,1,0.26045,150.67,48.969,2.9949,""
query_0755,6,1,1,1,0.30651,142.02,1.5202,2.895,""
query_0756,6,1,1,1,0.25364,132.35,42.313,2.8299,""
query_0757,6,1,1,1,0.24415,128.83,40.858,2.9274,""
query_0758,6,1,1,1,0.33512,126.16,1.4464,3.3811,""
query_0759,6,1,1,1,0.2998,129.84,54.345,3.177,""
query_0760,6,1,1,1,0.36402,138.94,1.5884,3.2459,""
query_0761,6,1,1,1,0.24558,141.21,42.319,2.7102,""
query_0762,6,1,1,1,0.26812,127.84,40.249,2.6331,""
query_0763,6,1,1,1,0.2556,124.96,39.281,2.6036,""
query_0764,6,1,1,1,0.24058,128.64,45.801,3.2243,""
query_0765,6,1,1,1,0.27836,136.16,42.234,2.6624,""
query_0766,6,1,1,1,0.2735,133.28,41.709,2.6364,""
query_0767,6,1,1,1,0.23233,124.41,40.89,2.5126,""
query_0768,6,1,1,1,0.23644,120.84,39.211,2.3596,""
query_0769,6,1,1,1,0.23598,120.77,40.859,2.324,""
query_0770,6,1,1,1,0.27232,120.71,37.94,2.6987,""
query_0771,6,1,1,1,0.31799,120.15,37.598,3.3957,""
query_0772,6,1,1,1,0.29064,120.79,37.53,2.4881,""
query_0773,6,1,1,1,0.31217,121.55,1.3562,2.7131,""
query_0774,6,1,1,1,0.23949,121.54,1.503,3.1733,""
query_0775,6,1,1,1,0.28174,136.17,41.187,3.8948,""
query_0776,6,1,1,1,0.26611,136.58,47.007,3.8681,""
query_0777,6,1,1,1,0.29081,133.86,42.378,3.343,""
query_0778,6,1,1,1,0.25925,132.8,41.305,3.9721,""
query_0779,6,1,1,1,0.26694,124.88,1.6983,4.0287,""
query_0780,6,1,1,1,0.25497,124.11,41.782,3.6114,""
query_0781,6,1,1,1,0.27717,125.98,42.107,4.2105,""
query_0782,6,1,1,1,0.25513,129.23,40.51,3.3321,""
query_0783,6,1,1,1,0.25912,123.96,38.455,3.368,""
query_0784,6,1,1,1,0.30444,118.87,39.35,4.0926,""
query_0785,6,1,1,1,0.28944,127.25,39.61,3.6386,""
query_0786,6,1,1,1,0.37432,132.35,42.898,3.807,""
query_0787,6,1,1,1,0.25625,132.15,39.56,2.2404,""
query_0788,6,1,1,1,0.24904,125.15,39.096,2.6147,""
query_0789,6,1,1,1,0.23234,124.58,39.668,2.5149,""
query_0790,6,1,1,1,0.23869,122.41,38.347,2.5151,""
query_0791,6,1,1,1,0.25173,124,38.026,2.3438,""
query_0792,6,1,1,1,0.21934,123.38,43.452,2.9882,""
query_0793,6,1,1,1,0.27681,132.93,42.42,2.7372,""
query_0794,6,1,1,1,0.25064,128.62,43.68,3.1823,""
query_0795,6,1,1,1,0.25698,126.65,40.707,2.7114,""
query_0796,6,1,1,1,0.2568,124.13,39.768,2.8606,""
query_0797,6,1,1,1,0.34113,121.55,39.223,3.6158,""
query_0798,6,1,1,1,0.27263,118.97,39.448,3.2341,""
query_0799,6,1,1,1,0.31136,123.83,39.755,3.7351,""
query_0800,6,1,1,1,0.20236,118.98,36.792,1.5057,""
query_0801,6,1,1,1,0.28419,118.32,39.509,2.4011,""
query_0802,6,1,1,1,0.25904,117.76,35.68,2.1287,""
query_0803,6,1,1,1,0.23546,121.54,42.874,2.1123,""
query_0804,6,1,1,1,0.26724,118.82,37,4.1872,""
query_0805,6,1,1,1,0.28702,117.7,1.2341,3.2893,""
query_0806,6,1,1,1,0.20653,116.68,1.2967,2.3779,""
query_0807,6,1,1,1,0.21379,116.05,1.2387,2.4508,""
query_0808,6,1,1,1,0.22979,121.4,1.369,2.1969,""
query_0809,6,1,1,1,0.22668,121.72,1.4956,2.2079,""
query_0810,6,1,1,1,0.2653,121.67,1.3167,2.2757,""
query_0811,6,1,1,1,0.23728,118.63,1.5877,2.6802,""
query_0812,6,1,1,1,0.24275,119.82,1.3261,2.3832,""
query_0813,6,1,1,1,0.23903,121.66,1.3509,2.6261,""
query_0814,6,1,1,1,0.22582,120.62,1.4181,2.4455,""
